epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3591.11,1.69905,2.74724,1.89044,0.37708,0.43113,0.31038,0.18777,1.31458,2.20488,1.40324,0.000333074,0.000333074,0.000333074
