epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2531.6,1.15638,2.37714,1.22988,0.42956,0.44204,0.3461,0.22348,1.15277,2.2107,1.28553,0.000332951,0.000332951,0.000332951
